class_10,count,count_percent,area,area_percent
1:1 갱신,42,6.05,20651.681241894446,7.51
1:1 변화없음,318,45.82,143490.79101147136,52.17
1:N 갱신,3,0.43,874.8408966362922,0.32
1:N 변화없음,7,1.01,5180.335085800385,1.88
N:1 갱신,46,6.63,12177.12314147861,4.43
N:1 변화없음,154,22.19,70051.0262007476,25.47
N:N 변화없음,5,0.72,730.0033927226688,0.27
소멸,70,10.09,11935.811682082647,4.34
신축,49,7.06,9948.171836731832,3.62
