class_10,count,count_percent,area,area_percent
1:1 갱신,66,9.91,44891.65608749283,8.67
1:1 변화없음,472,70.87,381071.6405658569,73.6
1:N 갱신,12,1.8,14231.611798536063,2.75
1:N 변화없음,6,0.9,3645.2057546061933,0.7
N:1 갱신,9,1.35,20490.10168001143,3.96
N:1 변화없음,42,6.31,40630.01394574434,7.85
N:N 갱신,4,0.6,3458.5709893864205,0.67
소멸,41,6.16,5305.071373140498,1.02
신축,14,2.1,4029.796805617713,0.78
