class_10,count,count_percent,area,area_percent
1:1 갱신,88,6.88,98145.9436428451,8.36
1:1 변화없음,1082,84.53,1026249.9160468677,87.45
1:N 갱신,8,0.62,14814.686248751854,1.26
1:N 변화없음,7,0.55,7924.481185441757,0.68
N:1 갱신,3,0.23,1563.1044236811817,0.13
소멸,34,2.66,8816.408608284475,0.75
신축,58,4.53,16025.777623401245,1.37
