class_10,count,count_percent,area,area_percent
1:1 갱신,70,10.51,64327.4408401513,12.42
1:1 변화없음,474,71.17,384735.6961439726,74.31
1:N 갱신,12,1.8,14231.611798536063,2.75
1:N 변화없음,6,0.9,3645.2057546061933,0.7
N:1 갱신,3,0.45,747.2503764667829,0.14
N:1 변화없음,37,5.56,36732.919604183335,7.09
N:N 갱신,4,0.6,3458.5709893864205,0.67
소멸,46,6.91,5845.176687471988,1.13
신축,14,2.1,4029.796805617713,0.78
