class_10,count,count_percent,area,area_percent
1:1 갱신,2230,10.73,333808.6147492721,9.63
1:1 변화없음,11460,55.14,1830841.8532577066,52.82
1:N 갱신,56,0.27,23240.797798757492,0.67
1:N 변화없음,12,0.06,4235.432731009414,0.12
N:1 갱신,1357,6.53,228639.04743970837,6.6
N:1 변화없음,4536,21.82,865965.9972228446,24.98
N:N 갱신,40,0.19,10915.991643337149,0.31
N:N 변화없음,38,0.18,7584.884365250245,0.22
소멸,906,4.36,116857.5944561216,3.37
신축,149,0.72,44230.27082414916,1.28
